Titre,Prix_Actuel,Ancien_Prix,Discount,Rating,Image_URL,Source,Date_Collecte,Prix_Actuel_Clean,Ancien_Prix_Clean,Reduction_Reelle,Rating_Clean,Marque,CPU,Generation_CPU,RAM_GB,Stockage_GB,Type_Stockage,Etat_Produit,Taux_Completude,Gamme,CPU_Marque,CPU_Serie,CPU_Modele,CPU_Generation_Detectee,RAM_Type,RAM_Frequence,Stockage_SSD_GB,Stockage_HDD_GB,Stockage_NVMe,Stockage_Total_GB,Ecran_Taille,Ecran_Resolution_Width,Ecran_Resolution_Height,Ecran_Type,Ecran_Tactile,GPU_Marque,GPU_Serie,GPU_Modele,WiFi_Version,Bluetooth_Version,USB_Type,Batterie_Capacite,Batterie_Autonomie,Sentiment_BERT,Sentiment_Score_BERT,Keywords_TFIDF,Resume_Produit,Anomalie_Prix_ZScore,Anomalie_Prix_IQR,Type_Anomalie_Prix,Anomalie_ML,Anomalie_Score_ML,Anomalie_Score_Normalized,Incoherence_Spec_Prix,Severite_Incoherence,Produit_Suspect,Raisons_Suspicion,Indice_Confiance,Recommandation_Achat,Score_Fiabilite_Vendeur
"Hp PC Portable Probook 650 Core i3 G3- 7ème Génération- 256Gb SSD- 8GB RAM -Ecran 15.6""- GARANTIE 6 MOIS -remis a neuf - AZERTY","1,999.00 Dhs","3,299.00 Dhs",39%,5 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/108176/1.jpg?9241,Jumia,2026-01-28 17:12:02,1999.0,3299.0,39.41,5.0,Hp,i3,3.0,8.0,256.0,SSD,Remis à neuf,100.0,Entrée de gamme,,,,7.0,,,256.0,,False,256.0,15.6,,,,False,,,,,,,,,Négatif,0.2,"7ème, ram ecran, 15 garantie, probook 650, 650","Hp | Processeur i3 | 8GB RAM | 256GB SSD | Écran 15.6"" | Remis à neuf | 1999 Dhs",False,False,Normal,False,-0.38375354842955894,0.9347930405300084,Cohérent,0,False,OK,100.0,À considérer,5.0
Pc Portable HP EliteBook 840 G8 Tactile I5-1145g7 11éme Génération RAM 16Go DDR4 256Gb SSD QWERTY - REMIS A NEUF,"3,890.00 Dhs","4,990.00 Dhs",22%,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/250476/1.jpg?3449,Jumia,2026-01-28 17:12:02,3890.0,4990.0,22.04,,Hp,i5,840.0,,256.0,SSD,Remis à neuf,66.7,Milieu de gamme,,,,,DDR4,,256.0,,False,256.0,,,,,True,,,,,,,,,Positif,1.0,"ssd qwerty, qwerty, elitebook 840, génération ram, 840",Hp | Processeur i5 | 256GB SSD | Remis à neuf | 3890 Dhs,False,False,Normal,False,-0.4252043882299624,0.8281652056557531,Cohérent,0,False,OK,90.0,À considérer,5.0
Lenovo PC portable Thinkpad-L440 Core i5 RAM 8GB 500 HDD 6ème Génération Remis à Neuf,"1,789.00 Dhs","3,299.00 Dhs",46%,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/426956/1.jpg?3307,Jumia,2026-01-28 17:12:02,1789.0,3299.0,45.77,,Lenovo,i5,8.0,,8.0,Inconnu,Remis à neuf,66.7,Entrée de gamme,,,,6.0,,,,,False,,,,,,False,,,,,,,,,Positif,1.0,"6ème génération, ram 8gb, 6ème, hdd, portable thinkpad",Lenovo | Processeur i5 | Remis à neuf | 1789 Dhs,False,False,Normal,False,-0.39691122077055513,0.9009463411516369,Cohérent,0,False,OK,90.0,À considérer,5.0
"Hp PC Portable Probook 650 Core i5 G2- 5ème Génération- 256Gb SSD- 8GB RAM -Ecran 15.6""- GARANTIE 6 MOIS -remis a neuf - AZERTY","2,099.00 Dhs","3,499.00 Dhs",40%,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/697376/1.jpg?7101,Jumia,2026-01-28 17:12:02,2099.0,3499.0,40.01,,Hp,i5,5.0,8.0,256.0,SSD,Remis à neuf,83.3,Entrée de gamme,,,,5.0,,,256.0,,False,256.0,15.6,,,,False,,,,,,,,,Négatif,0.2,"ram ecran, probook 650, 15 garantie, 650, 650 core","Hp | Processeur i5 | 8GB RAM | 256GB SSD | Écran 15.6"" | Remis à neuf | 2099 Dhs",False,False,Normal,False,-0.3618787027887524,0.9910637322727857,Cohérent,0,False,OK,95.0,À considérer,5.0
"DELL Pc Portable Latitude 7420 Intel Core I5-1145g7 11éme Génération RAM 16Go DDR4 256Gb SSD Ecran IPS 14""QWERTY - REMIS A NEUF","3,690.00 Dhs","3,990.00 Dhs",8%,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/566376/1.jpg?3857,Jumia,2026-01-28 17:12:02,3690.0,3990.0,7.52,,Dell,i5,1145.0,,256.0,SSD,Remis à neuf,66.7,Milieu de gamme,Intel,i5,1145g,,DDR4,,256.0,,False,256.0,14.0,,,IPS,False,,,,,,,,,Positif,0.8,"dell pc, qwerty, génération ram, dell, 16go ddr4","Dell | Processeur i5 | 256GB SSD | Écran 14.0"" | Remis à neuf | 3690 Dhs",False,False,Normal,False,-0.5249986638480724,0.5714551463845253,Cohérent,0,False,OK,90.0,À considérer,5.0
"Hp PC Portable Probook 650 Core i5 G2- 5ème Génération- 256Gb SSD- 8GB RAM -Ecran 15.6""- GARANTIE 6 MOIS -remis a neuf - AZERTY","2,099.00 Dhs","3,299.00 Dhs",36%,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/697376/1.jpg?0061,Jumia,2026-01-28 17:12:02,2099.0,3299.0,36.37,,Hp,i5,5.0,8.0,256.0,SSD,Remis à neuf,83.3,Entrée de gamme,,,,5.0,,,256.0,,False,256.0,15.6,,,,False,,,,,,,,,Négatif,0.2,"ram ecran, probook 650, 15 garantie, 650, 650 core","Hp | Processeur i5 | 8GB RAM | 256GB SSD | Écran 15.6"" | Remis à neuf | 2099 Dhs",False,False,Normal,False,-0.35985448282707505,0.9962708207868476,Cohérent,0,False,OK,95.0,À considérer,5.0
Acer Pc Portable Aspire Go 15 - i5-13420 / 16Go / 512Go Windows 11 (NX.J4GEF.00A),"6,490.00 Dhs","7,200.00 Dhs",10%,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/180376/1.jpg?1263,Jumia,2026-01-28 17:12:02,6490.0,7200.0,9.86,,Acer,i5,16.0,,16.0,Inconnu,Non spécifié,66.7,Haut de gamme,,,,,,,,,False,,,,,,False,,,,,,,,,Positif,1.0,"windows, 16go, 15, i5, pc portable",Acer | Processeur i5 | 6490 Dhs,False,False,Normal,False,-0.4191633063575043,0.8437052401510747,Cohérent,0,False,OK,90.0,À considérer,5.0
XIAOMI Monitor A22I (Black),699.00 Dhs,899.00 Dhs,22%,4.6 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/034646/1.jpg?2339,Jumia,2026-01-28 17:12:03,699.0,899.0,22.25,4.6,Xiaomi,Autre,,,,,Non spécifié,66.7,Entrée de gamme,,,,,,,,,False,,,,,,False,,,,,,,,,Positif,1.0,,Xiaomi | Processeur Autre | 699 Dhs,False,False,Normal,False,-0.3666294978448146,0.9788428220765513,Cohérent,0,False,OK,90.0,À considérer,5.0
Asus ORDINATEUR PORTABLE,"4,500.00 Dhs","4,900.00 Dhs",8%,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/118756/1.jpg?6117,Jumia,2026-01-28 17:12:03,4500.0,4900.0,8.16,,Asus,Autre,,,,,Non spécifié,50.0,Milieu de gamme,,,,,,,,,False,,,,,,False,,,,,,,,,Positif,1.0,"ordinateur portable, ordinateur, portable",Asus | Processeur Autre | 4500 Dhs,False,False,Normal,False,-0.37748911227782667,0.9509076299275608,Cohérent,0,False,OK,85.0,À considérer,5.0
Hp Pc Portable ProBook x360 435 G8 Ryzen 7 Pro 5850U RAM 16Go DDR4 512Gb SSD QWERTY Tactile - Remis a neuf,"4,280.00 Dhs","7,000.00 Dhs",39%,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/748376/1.jpg?9594,Jumia,2026-01-28 17:12:03,4280.0,7000.0,38.86,,Hp,Ryzen 7,435.0,,512.0,SSD,Remis à neuf,66.7,Haut de gamme,,,,,DDR4,,512.0,,False,512.0,,,,,True,,,,,,,,,Neutre,0.6,"ssd qwerty, qwerty, ram 16go, 16go ddr4, 512gb",Hp | Processeur Ryzen 7 | 512GB SSD | Remis à neuf | 4280 Dhs,False,False,Normal,False,-0.4353217144198511,0.802139470313862,Cohérent,0,False,OK,90.0,À considérer,5.0
Asus ORDINATEUR PORTABLE,"3,490.00 Dhs","3,900.00 Dhs",11%,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/018756/1.jpg?5245,Jumia,2026-01-28 17:12:03,3490.0,3900.0,10.51,,Asus,Autre,,,,,Non spécifié,50.0,Milieu de gamme,,,,,,,,,False,,,,,,False,,,,,,,,,Positif,1.0,"ordinateur portable, ordinateur, portable",Asus | Processeur Autre | 3490 Dhs,False,False,Normal,False,-0.36647129757257296,0.9792497752911754,Cohérent,0,False,OK,85.0,À considérer,5.0
Hp Ordinateur portable 15 N100 4GB 256SSD W11H GRAY,"3,990.00 Dhs","4,800.00 Dhs",17%,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/442756/1.jpg?1445,Jumia,2026-01-28 17:12:03,3990.0,4800.0,16.88,,Hp,Autre,4.0,,4.0,Inconnu,Non spécifié,66.7,Milieu de gamme,,,,,,,,,False,,,,,,False,,,,,,,,,Positif,1.0,"15, ordinateur portable, ordinateur, hp, portable",Hp | Processeur Autre | 3990 Dhs,False,False,Normal,False,-0.3972198450342814,0.9001524383697087,Cohérent,0,False,OK,90.0,À considérer,5.0
"DELL Ordinateur portable Latitude E7270 - 12,5 pouces - Processeur Intel Core i5 de 6e génération - 8 Go de RAM - SSD de 256 Go - (Occasion en bon état)","1,749.00 Dhs","2,299.00 Dhs",24%,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/320576/1.jpg?6623,Jumia,2026-01-28 17:12:03,1749.0,2299.0,23.92,,Dell,i5,6.0,,8.0,Inconnu,Occasion,66.7,Entrée de gamme,,,,,,,,,False,,,,,,False,,,,,,,,,Positif,1.0,"256, en, génération ram, dell, ordinateur portable",Dell | Processeur i5 | Occasion | 1749 Dhs,False,False,Normal,False,-0.37750715409499785,0.9508612192900099,Cohérent,0,False,OK,90.0,À considérer,5.0
Asus PC Portable 90NB10J2-M00N90,"6,400.00 Dhs",,,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/712376/1.jpg?2536,Jumia,2026-01-28 17:12:03,6400.0,,0.0,,Asus,Autre,,,,,Non spécifié,50.0,Haut de gamme,,,,,,,,,False,,,,,,False,,,,,,,,,Positif,1.0,"pc portable, pc, portable",Asus | Processeur Autre | 6400 Dhs,False,False,Normal,False,-0.4359726484745232,0.8004650123479964,Cohérent,0,False,OK,85.0,À considérer,5.0
"Hp PC Portable Probook 650 Core i3 G3- 7ème Génération- 500Go HDD- 8GB RAM -Ecran 15.6""- GARANTIE 6 MOIS -remis a neuf - AZERTY","1,959.00 Dhs","2,999.00 Dhs",35%,3.7 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/008176/1.jpg?4419,Jumia,2026-01-28 17:12:03,1959.0,2999.0,34.68,3.7,Hp,i3,3.0,8.0,500.0,Inconnu,Remis à neuf,100.0,Entrée de gamme,,,,7.0,,,,500.0,False,500.0,15.6,,,,False,,,,,,,,,Négatif,0.2,"7ème, ram ecran, 500go hdd, probook 650, 650","Hp | Processeur i3 | 8GB RAM | 500GB Inconnu | Écran 15.6"" | Remis à neuf | 1959 Dhs",False,False,Normal,False,-0.42057962586087755,0.8400619102966722,Cohérent,0,False,OK,100.0,À considérer,5.0
Lenovo Ordinateur portable ThinkPad E14 Gen 5 I7 13 EME GEN / 16 GB / 512 SSD / NEUF SANS EMBALLAGE,"8,500.00 Dhs",,,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/219366/1.jpg?0569,Jumia,2026-01-28 17:12:03,8500.0,,0.0,,Lenovo,i7,14.0,,16.0,Inconnu,Neuf,66.7,Haut de gamme,,,,,,,,,False,,,,,,False,,,,,,,,,Positif,1.0,"i7, sans, portable thinkpad, thinkpad, ordinateur portable",Lenovo | Processeur i7 | Neuf | 8500 Dhs,False,False,Normal,False,-0.48479567506112686,0.674873018506485,Cohérent,0,False,OK,90.0,À considérer,5.0
"Hp ProBook 640 - Intel Core i3 (6ème Gen) - 8Go RAM - 320Go HDD - 14"" - AZERTY - (Remis à Neuf)","1,899.00 Dhs","4,499.00 Dhs",58%,3.5 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/986316/1.jpg?1124,Jumia,2026-01-28 17:12:03,1899.0,4499.0,57.79,3.5,Hp,i3,6.0,,8.0,Inconnu,Remis à neuf,83.3,Entrée de gamme,,,,6.0,,,,320.0,False,320.0,14.0,,,,False,,,,,,,,,Neutre,0.6,"8go, 6ème, azerty remis, core i3, probook 640","Hp | Processeur i3 | 320GB Inconnu | Écran 14.0"" | Remis à neuf | 1899 Dhs",False,False,Normal,False,-0.45644885431741683,0.7477921713155676,Cohérent,0,False,OK,95.0,À considérer,5.0
Lenovo PC PORTABLE LENOVO THINKPAD T540P-I5-8G-256Go SSD-FULL HD-REMIS A NEUF,"2,189.00 Dhs","3,099.00 Dhs",29%,5 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/775685/1.jpg?0365,Jumia,2026-01-28 17:12:03,2189.0,3099.0,29.36,5.0,Lenovo,i5,8.0,,256.0,Inconnu,Remis à neuf,83.3,Entrée de gamme,,,,,,,256.0,,False,256.0,,,,,False,,,,,,,,,Positif,1.0,"lenovo, 256go ssd, 256go, thinkpad, lenovo pc",Lenovo | Processeur i5 | 256GB Inconnu | Remis à neuf | 2189 Dhs,False,False,Normal,False,-0.36552079138547094,0.9816948504031224,Cohérent,0,False,OK,95.0,À considérer,5.0
"Hp EliteBook X360 G3 - Intel Core i5 - 8Go RAM - 512Go SSD - 13.3"" Tactile - (Remis à Neuf)","3,489.00 Dhs","9,999.00 Dhs",65%,4.4 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/824916/1.jpg?4684,Jumia,2026-01-28 17:12:03,3489.0,9999.0,65.11,4.4,Hp,i5,360.0,,8.0,Inconnu,Remis à neuf,83.3,Milieu de gamme,,,,,,,512.0,,False,512.0,13.3,,,,True,,,,,,,,,Neutre,0.6,"8go, g3, tactile remis, elitebook x360, x360","Hp | Processeur i5 | 512GB Inconnu | Écran 13.3"" tactile | Remis à neuf | 3489 Dhs",False,False,Normal,True,-0.5359594269939663,0.5432597600318266,Cohérent,0,True,Anomalie ML,45.0,Non recommandé - Vérifier,3.0
Hp PC Portable ELITEBOOK 840 G7 -10810U- 10EME GENERATION -INTEL CORE I5-10éme -8GB- 256GB SSD- FHD - À NEUF/,"3,589.00 Dhs","5,299.00 Dhs",32%,5 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/151166/1.jpg?2019,Jumia,2026-01-28 17:12:04,3589.0,5299.0,32.27,5.0,Hp,i5,840.0,,256.0,SSD,Neuf,83.3,Milieu de gamme,,,,,,,256.0,,False,256.0,,,,,False,,,,,,,,,Positif,1.0,"8gb 256gb, i5 10éme, ssd fhd, g7, elitebook 840",Hp | Processeur i5 | 256GB SSD | Neuf | 3589 Dhs,False,False,Normal,False,-0.454806401922248,0.752017203754577,Cohérent,0,False,OK,95.0,À considérer,5.0
Hp PC Portable ELITEBOOK X360 G3 I5-8éme -16GB- 512GB SSD - TACTILE - REMIS À NEUF,"3,889.00 Dhs","6,999.00 Dhs",44%,5 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/591536/1.jpg?2246,Jumia,2026-01-28 17:12:04,3889.0,6999.0,44.43,5.0,Hp,i5,360.0,,512.0,SSD,Remis à neuf,83.3,Milieu de gamme,,,,,,,512.0,,False,512.0,,,,,True,,,,,,,,,Négatif,0.2,"ssd tactile, g3, elitebook x360, tactile remis, 512gb ssd",Hp | Processeur i5 | 512GB SSD | Remis à neuf | 3889 Dhs,False,False,Normal,False,-0.45603741934910047,0.748850543596428,Cohérent,0,False,OK,95.0,À considérer,5.0
"DELL PC GAMER Optiplex 3020 MT Intel Core i5- 4th Gen - RAM 16Go, 500Go HDD, 256Go SSD, RADEON R5 430 2Go (Remis à Neuf)","1,399.00 Dhs","1,950.00 Dhs",28%,3.5 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/937376/1.jpg?3929,Jumia,2026-01-28 17:12:04,1399.0,1950.0,28.26,3.5,Dell,i5,16.0,,16.0,Inconnu,Remis à neuf,83.3,Entrée de gamme,,,,4.0,,,256.0,500.0,False,756.0,,,,,False,AMD,,R5,,,,,,Positif,1.0,"dell pc, 256go ssd, 500go hdd, 256go, dell",Dell | Processeur i5 | 756GB Inconnu | Remis à neuf | 1399 Dhs,False,False,Normal,False,-0.40669122371929345,0.8757883336297326,Cohérent,0,False,OK,95.0,À considérer,5.0
"Hp Ordinateur portable ProBook 450 G10 Intel® Core™ i5-1335U 8 Go 256 Go SSD 15,6 pouces FHD - AZERTY","8,100.00 Dhs","8,300.00 Dhs",2%,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/139956/1.jpg?7065,Jumia,2026-01-28 17:12:04,8100.0,8300.0,2.41,,Hp,i5,450.0,,8.0,Inconnu,Non spécifié,66.7,Haut de gamme,,,,,,,256.0,,False,256.0,,,,,False,,,,,,,,,Positif,1.0,"256, fhd, portable probook, 15, probook",Hp | Processeur i5 | 256GB Inconnu | 8100 Dhs,False,False,Normal,False,-0.520903788231465,0.5819887742478136,Cohérent,0,False,OK,90.0,À considérer,5.0
"Hp PC Portable EliteBook X360 G2 - 14"" - Intel Core i5 7ème Génération - 8GB RAM + 256GB SSD - Windows - Tactile - Remis à neuf","3,599.00 Dhs","8,899.00 Dhs",60%,3 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/153575/1.jpg?2179,Jumia,2026-01-28 17:12:04,3599.0,8899.0,59.56,3.0,Hp,i5,360.0,8.0,256.0,SSD,Remis à neuf,100.0,Milieu de gamme,,,,7.0,,,256.0,,False,256.0,14.0,,,,True,,,,,,,,,Positif,1.0,"7ème, g2, windows, tactile remis, elitebook x360","Hp | Processeur i5 | 8GB RAM | 256GB SSD | Écran 14.0"" tactile | Remis à neuf | 3599 Dhs",False,False,Normal,False,-0.5115168193979485,0.6061357437077722,Cohérent,0,False,OK,100.0,À considérer,5.0
Hp Ordinateur portable Pavilion x360 2-en-1 14-ek1001nk i5-1335U 8 Go 512SSD Windows 11,"9,200.00 Dhs",,,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/475176/1.jpg?3743,Jumia,2026-01-28 17:12:04,9200.0,,0.0,,Hp,i5,8.0,,8.0,Inconnu,Non spécifié,66.7,Haut de gamme,,,,,,,,,False,,,,,,False,,,,,,,,,Positif,1.0,"en, windows, x360, 14, ordinateur portable",Hp | Processeur i5 | 9200 Dhs,False,False,Normal,False,-0.48456445052564884,0.675467818797783,Cohérent,0,False,OK,90.0,À considérer,5.0
Hp Ordinateur Portable 250 G9 – i3 (778N7ES),"4,610.00 Dhs","5,500.00 Dhs",16%,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/127966/1.jpg?5745,Jumia,2026-01-28 17:12:04,4610.0,5500.0,16.18,,Hp,i3,250.0,,,,Non spécifié,50.0,Entrée de gamme,,,,,,,,,False,,,,,,False,,,,,,,,,Positif,1.0,"i3, ordinateur portable, ordinateur, hp, portable",Hp | Processeur i3 | 4610 Dhs,True,False,Anomalie détectée (Entrée de gamme),False,-0.4051206284559502,0.8798285213123093,Cohérent,0,True,Anomalie prix,55.0,Non recommandé - Vérifier,3.0
"Hp PC Portable HP Probook 640 Core i5 4eme 320Gb 8GB RAM 14""- remis a neuf","1,989.00 Dhs","2,999.00 Dhs",34%,4 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/673026/1.jpg?5488,Jumia,2026-01-28 17:12:12,1989.0,2999.0,33.68,4.0,Hp,i5,320.0,8.0,320.0,Inconnu,Remis à neuf,100.0,Entrée de gamme,,,,,,,,,False,,14.0,,,,False,,,,,,,,,Négatif,0.2,"14 remis, hp, probook 640, 640, 8gb ram","Hp | Processeur i5 | 8GB RAM | Écran 14.0"" | Remis à neuf | 1989 Dhs",False,False,Normal,False,-0.4205778173215069,0.8400665625700231,Cohérent,0,False,OK,100.0,À considérer,5.0
Lenovo Ordinateur portable-i5 1245u-16GB-256G SSD-Win10Pro-Azerty-Garantie 24 Mois,"13,960.00 Dhs","15,000.00 Dhs",7%,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/592056/1.jpg?6025,Jumia,2026-01-28 17:12:12,13960.0,15000.0,6.93,,Lenovo,i5,16.0,,256.0,SSD,Non spécifié,66.7,Haut de gamme,,,,,,,,,False,,,,,,False,,,,,,,,,Positif,1.0,"mois, garantie, 16gb, ordinateur portable, azerty",Lenovo | Processeur i5 | 13960 Dhs,False,True,Prix anormalement élevé (Haut de gamme),True,-0.5563884592045285,0.49070826810361073,Cohérent,0,True,Anomalie ML + Anomalie prix,40.0,Non recommandé - Vérifier,3.0
Lenovo PC PORTABLE THINKPAD L570P-I5-6TH GENERATION-8G-256Go SSD-AZERTY-REMIS A NEUF,"1,989.00 Dhs","4,599.00 Dhs",57%,4 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/476846/1.jpg?8806,Jumia,2026-01-28 17:12:12,1989.0,4599.0,56.75,4.0,Lenovo,i5,8.0,,256.0,Inconnu,Remis à neuf,83.3,Entrée de gamme,,,,,,,256.0,,False,256.0,,,,,False,,,,,,,,,Neutre,0.6,"256go ssd, 256go, azerty remis, portable thinkpad, lenovo pc",Lenovo | Processeur i5 | 256GB Inconnu | Remis à neuf | 1989 Dhs,False,False,Normal,False,-0.4098280233127919,0.8677192534687578,Cohérent,0,False,OK,95.0,À considérer,5.0
"Pc Portable HP EliteBook 830 G7 I5-10310U 10ème Génération RAM 16Go DDR4 256Gb SSD Ecran 13.3""Tactile -QWERTZ Germany - REMIS A NEUF","3,590.00 Dhs","4,990.00 Dhs",28%,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/776966/1.jpg?5506,Jumia,2026-01-28 17:12:12,3590.0,4990.0,28.06,,Hp,i5,830.0,,256.0,SSD,Remis à neuf,66.7,Milieu de gamme,,,,10.0,DDR4,,256.0,,False,256.0,13.3,,,,True,,,,,,,,,Positif,1.0,"g7, génération ram, ram 16go, 16go ddr4, ecran","Hp | Processeur i5 | 256GB SSD | Écran 13.3"" tactile | Remis à neuf | 3590 Dhs",False,False,Normal,False,-0.42674019276639924,0.8242145133827169,Cohérent,0,False,OK,90.0,À considérer,5.0
Hp Pc Portable ProBook x360 435 G8 Ryzen 7 Pro 5850U RAM 16Go DDR4 512Gb SSD QWERTY Tactile - REMIS A NEUF,"4,490.00 Dhs","4,990.00 Dhs",10%,5 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/896966/1.jpg?0744,Jumia,2026-01-28 17:12:12,4490.0,4990.0,10.02,5.0,Hp,Ryzen 7,435.0,,512.0,SSD,Remis à neuf,83.3,Haut de gamme,,,,,DDR4,,512.0,,False,512.0,,,,,True,,,,,,,,,Neutre,0.6,"ssd qwerty, qwerty, ram 16go, 16go ddr4, 512gb",Hp | Processeur Ryzen 7 | 512GB SSD | Remis à neuf | 4490 Dhs,False,False,Normal,False,-0.4920947536537386,0.6560969225177219,Cohérent,0,False,OK,95.0,À considérer,5.0
Hp PC Portable ELITEBOOK X360 G2 I5-7éme -16GB- 256GB SSD - TACTILE -REMIS À NEUF/,"3,588.00 Dhs","5,999.00 Dhs",40%,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/307416/1.jpg?5344,Jumia,2026-01-28 17:12:13,3588.0,5999.0,40.19,,Hp,i5,360.0,,256.0,SSD,Remis à neuf,66.7,Milieu de gamme,,,,,,,256.0,,False,256.0,,,,,True,,,,,,,,,Neutre,0.6,"ssd tactile, g2, elitebook x360, tactile remis, x360",Hp | Processeur i5 | 256GB SSD | Remis à neuf | 3588 Dhs,False,False,Normal,False,-0.3877353547566584,0.9245502712739054,Cohérent,0,False,OK,90.0,À considérer,5.0
"Hp PC Portable Probook 640 Core intel i5-500Go-RAM 8GB 14""- remis a neuf","1,989.00 Dhs","2,799.00 Dhs",29%,3 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/504926/1.jpg?2483,Jumia,2026-01-28 17:12:13,1989.0,2799.0,28.94,3.0,Hp,i5,500.0,,500.0,Inconnu,Remis à neuf,83.3,Entrée de gamme,,,,,,,,,False,,14.0,,,,False,,,,,,,,,Négatif,0.2,"14 remis, ram 8gb, 500go, probook 640, 640","Hp | Processeur i5 | Écran 14.0"" | Remis à neuf | 1989 Dhs",False,False,Normal,False,-0.48010422917142576,0.6869412593444832,Cohérent,0,False,OK,95.0,À considérer,5.0
Hp PC Portable ELITEBOOK X360 G3 I7-8éme -16GB- 256GB SSD-TACTILE-AZERTY-REMIS À NEUF,"4,899.00 Dhs","6,999.00 Dhs",30%,5 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/991746/1.jpg?3229,Jumia,2026-01-28 17:12:13,4899.0,6999.0,30.0,5.0,Hp,i7,360.0,,256.0,SSD,Remis à neuf,83.3,Haut de gamme,,,,,,,256.0,,False,256.0,,,,,True,,,,,,,,,Neutre,0.6,"i7, ssd tactile, g3, azerty remis, elitebook x360",Hp | Processeur i7 | 256GB SSD | Remis à neuf | 4899 Dhs,False,False,Normal,False,-0.4343757582489836,0.804572840997574,Cohérent,0,False,OK,95.0,À considérer,5.0
"Mini aspirateur de voiture automatique et souffleur d'air sans fil pour voiture, Aspirateur Trois En Un",114.00 Dhs,139.99 Dhs,19%,4 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/274846/1.jpg?7043,Jumia,2026-01-28 17:12:13,114.0,139.99,18.57,4.0,Autre,Autre,,,,,Non spécifié,66.7,Entrée de gamme,,,,,,,,,False,,,,,,False,,,,,,,,,Positif,1.0,"sans fil, fil, en, sans, et",Processeur Autre | 114 Dhs,False,False,Normal,False,-0.3817228239481209,0.9400168612227746,Cohérent,0,True,Prix extrême,60.0,Non recommandé - Vérifier,3.0
Hp PC Portable ELITEBOOK X360 G2 I5-7éme -8GB- 256GB SSD - TACTILE -REMIS À NEUF/,"3,399.00 Dhs","5,999.00 Dhs",43%,5 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/307416/1.jpg?5225,Jumia,2026-01-28 17:12:13,3399.0,5999.0,43.34,5.0,Hp,i5,360.0,,256.0,SSD,Remis à neuf,83.3,Milieu de gamme,,,,,,,256.0,,False,256.0,,,,,True,,,,,,,,,Négatif,0.4,"8gb 256gb, ssd tactile, g2, tactile remis, elitebook x360",Hp | Processeur i5 | 256GB SSD | Remis à neuf | 3399 Dhs,False,False,Normal,False,-0.4276799599446177,0.8217970632180921,Cohérent,0,False,OK,95.0,À considérer,5.0
